0
100
92.86
100
87.36
98.85
100
48.28
5.75
0
1.15
93.1
98.85
62.07
100
97.7
4.76
75.86
82.14
6.9
98.85
100
34.48
93.1
89.66
0
96.55
98.85
6.9
13.1
100
100
100
86.21
10.34
41.67
38.1
84.52
51.72
100
0
0
98.81
98.81
4.6
9.52
100
97.7
100
77.01
57.14
21.43
100
98.81
98.85
16.09
94.05
4.76
77.38
1.15
85.71
2.3
0
84.52
100
6.9
98.81
100
68.97
89.29
100
26.44
100
78.16
100
8.05
14.29
100
88.1
8.05
98.81
46.43
8.33
100
0
1.15
96.43
78.57
98.81
100
100
24.14
98.81
98.81
47.62
80.95
100
90.8
88.51
100
88.51
79.31
100
64.37
100
76.19
91.67
97.7
40.48
51.72
100
84.52
0
98.85
90.8
100
85.71
100
100
100
100
12.64
24.14
3.57
83.91
98.81
61.9
100
97.7
57.47
1.19
100
100
100
93.1
39.29
8.05
83.33
0
97.62
98.85
90.8
97.7
100
100
100
100
60.71
82.14
100
72.41
1.19
0
57.14
3.45
0
89.29
23.81
91.95
76.19
95.4
100
0
93.1
72.62
100
98.81
17.86
98.85
4.76
98.81
98.85
98.85
98.81
73.56
97.7
93.1
0
91.67
10.34
2.38
98.85
36.78
0
1.19
98.81
0
97.7
60.71
96.55
88.51
1.19
98.81
10.71
2.38
66.67
100
77.01
100
100
96.43
81.61
60.92
100
78.57
8.33
1.19
100
98.81
100
97.7
96.43
0
22.99
100
100
100
95.24
0
97.62
68.97
0
97.62
74.71
0
86.21
21.43
13.1
40.23
50.57
44.83
63.1
23.81
8.05
0
67.86
98.81
6.9
12.64
1.15
100
100
100
100
100
100
44.05
82.76
91.67
83.91
98.85
8.05
0
1.15
16.67
95.24
0
98.85
70.11
2.3
