01,taper
08,taper
32,taper
05,main axis curvature
17,main axis curvature
28,main axis curvature
30,main axis curvature
12,negative curvature
24,negative curvature
21,positive curvature
09,convergence to vertex
27,convergence to vertex
33,convergence to vertex
02,cross-section
07,cross-section
10,cross-section
16,cross-section
18,cross-section
22,cross-section
25,cross-section
31,cross-section
34,cross-section
